State,Station,Note,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2005
Indiana,"Connellsville, Indiana",,,,,,607,583,586,770,690,771,700,532,659,
Indiana,"Connersville, Indiana",,373,419,366,448,,,,,,,,,,222
Indiana,"Crawfordsville (Bus), Indiana",,"1,235","1,071","1,244","4,988","5,716","5,932","5,774","5,300","5,748","6,249","6,003","5,897","5,488","1,598"
Indiana,"Dyer, Indiana",,959,"1,092","1,090","2,991","3,198","3,142","3,082","3,463","3,392","2,934","2,756","2,439","2,257",533
Indiana,"Elkhart, Indiana",,"16,157","10,427","14,693","20,631","21,875","22,599","21,317","20,741","21,666","20,080","18,141","17,070","16,080","4,197"
Indiana,"Hammond-Whiting, Indiana",,"3,031",445,"2,413","5,167","5,848","11,321","5,952","7,463","7,701","7,763","6,411","7,292","6,638","4,669"
Indiana,"Indianapolis, Indiana",,"10,881","9,847","7,373","24,937","29,431","32,725","31,470","30,153","33,033","36,162","34,863","34,265","32,125","12,208"
Indiana,"Lafayette, Indiana",,"4,271","3,482","2,984","13,307","16,997","17,667","18,391","18,849","23,609","24,925","27,363","26,827","25,805","6,236"
Indiana,"Michigan City, Indiana",,817,338,"1,136","2,662","2,720","3,699","3,573","3,783","3,994","3,883","3,293","3,702","3,395","1,217"
Indiana,"Nappanee, Indiana",,,,,,,,,,,,,,,616
Indiana,"Rensselaer, Indiana",,479,521,482,"1,754",,,,,,,,,,565
Indiana,"South Bend, Indiana",,"18,848","9,292","12,724","19,931","21,260","21,818","21,389","22,867","24,545","25,613","24,799","23,662","21,063","9,411"
Indiana,"Waterloo, Indiana",,"16,945","9,287","11,559","20,995","21,866","23,137","20,515","20,030","22,814","24,299","24,064","22,662","21,372","9,380"
Iowa,"Burlington, Iowa",,"4,998","3,849","5,446","7,603","8,668","8,430","9,242","9,329","8,813","8,811","7,646","7,285","8,744","3,244"
Iowa,"Creston, Iowa",,"1,785","1,420","1,933","3,281","3,745","3,797","3,843","5,017","4,314","4,621","4,531","4,229","4,803","2,308"
Iowa,"Fort Madison, Iowa",,"4,036","2,680","3,327","5,775","5,891","6,661","6,611","6,788","6,986","7,246","7,003","7,944","7,656","5,005"
Iowa,"Mount Pleasant, Iowa",,"6,730","4,507","5,929","10,492",,,,,,,,,,"6,423"
Iowa,"Mt. Pleasant, Iowa",,,,,,"12,584","13,736","13,504","11,644","12,030","12,613","13,634","13,034","16,063",
Iowa,"Osceola, Iowa",,"9,377","7,086","8,305","14,026","16,188","15,752","16,019","13,775","13,986","14,799","14,681","14,891","19,095","7,904"
Iowa,"Ottumwa, Iowa",,"6,799","5,001","6,661","10,322","11,043","12,209","12,155","11,058","11,109","11,735","11,674","10,497","12,383","5,404"
Kansas,"Dodge City, Kansas",,"3,519","2,187","3,112","5,324","5,289","5,208","4,895","5,048","5,300","5,149","5,174","5,149","4,847","1,792"
Kansas,"Garden City, Kansas",,"4,945","2,186","4,119","6,817","7,056","6,966","7,378","7,972","7,870","7,355","7,887","7,511","7,075","2,883"
Kansas,"Hutchinson, Kansas",,"2,637","1,797","2,661","4,059","4,415","4,294","4,691","4,925","5,312","5,303","5,239","5,185","4,519","1,774"
Kansas,"Lawrence, Kansas",,"5,331","2,752","4,973","8,389","8,362","9,834","8,465","8,319","8,017","7,204","6,608","6,410","5,096","1,666"
Kansas,"Newton, Kansas",,"10,978","6,949","8,618","13,764","15,218","15,828","13,741","13,010","12,871","14,564","14,131","13,890","13,926","6,549"
Kansas,"Topeka, Kansas",,"5,576","3,435","5,380","8,129","9,136","10,084","10,214","10,399","10,048","10,571","10,459","9,760","8,618","3,080"
Kentucky,"Ashland, Kentucky",,"1,350","1,165","1,210","1,965","2,157","2,419","2,358","2,581","2,784","3,007","2,999","2,820","2,771","1,259"
Kentucky,"Fulton, Kentucky",,"2,511","1,864","2,199","3,357","3,431","3,562","3,710","4,138","3,922","4,588","4,038","3,548","3,578","1,115"
Kentucky,"Louisville, Kentucky",,,,,,,,,,,,,,,50
Kentucky,"Maysville, Kentucky",,"1,527","1,174","1,475","1,993","2,024","2,214","2,309","2,279","2,316","2,411","2,507","1,817","1,933",892
Kentucky,"South Shore-South Portsmouth, Kentucky",,732,643,658,"1,052",875,"1,095","1,123","1,057",995,"1,010","1,037",856,"1,019",394
Louisiana,"Hammond, Louisiana",,"6,023","4,406","5,537","6,904","9,350","10,839","12,190","13,905","15,187","15,602","15,212","15,249","14,404","4,537"
Louisiana,"Lafayette, Louisiana",,"3,871","3,155","3,397","5,778","6,151","6,154","6,714","6,699","6,549","6,590","5,969","6,295","6,122",935
Louisiana,"Lake Charles, Louisiana",,"2,550","2,721","2,148","4,070","3,782","3,719","3,538","3,920","3,742","3,856","3,438","3,127","2,909",708
Louisiana,"New Iberia, Louisiana",,"1,178",929,926,"1,604","1,602","1,602","1,850","1,729","1,769","1,920","1,670","1,667","1,250",301
Louisiana,"New Orleans, Louisiana",,"99,672","70,092","84,767","151,977","181,544","189,189","183,018","189,456","201,476","212,426","222,828","210,465","200,249","73,520"
Louisiana,"Schriever, Louisiana",,933,678,710,"1,124","1,238","1,294","1,455","2,028","1,923","1,811","1,755","1,383","1,292",187
Louisiana,"Slidell, Louisiana",,"3,219","1,861","2,644","4,702","9,100","10,644","5,961","6,127","6,846","7,596","7,101","7,316","7,369","2,345"
Maine,"Brunswick, Maine",,"65,109","24,929","20,273","40,055","33,885","29,457","26,774","25,754","33,327","30,187",,,,
Maine,"Freeport, Maine",,"24,163","11,000","9,322","15,196","12,474","10,481","11,382","11,370","14,997","15,250",,,,
Maine,"Old Orchard Beach, Maine",,"18,730","12,868","2,012","15,603","15,572","15,731","15,684","9,943","16,814","17,764","17,389","14,553","14,182","3,662"
Maine,"Portland, Maine",,"145,776","68,841","73,223","157,542","178,661","171,257","168,027","133,210","178,460","190,353","214,713","208,979","180,465","58,670"
Maine,"Saco-Biddeford, Maine",,"45,887","21,797","25,879","49,650","48,095","42,082","43,292","37,561","47,817","50,043","50,112","47,920","40,922","10,745"
Maine,"Wells, Maine",,"42,513","21,919","24,680","57,636","56,898","68,752","48,790","48,674","50,510","52,448","55,503","52,728","48,473","14,375"
Maryland,"Aberdeen, Maryland",,"32,935","13,841","16,891","35,483","56,285","55,387","59,225","53,883","42,345","43,968","43,987","39,878","41,114","23,438"
Maryland,"Baltimore, Maryland",,"838,591","446,914","538,330","1,043,542","1,041,232","1,063,628","1,030,161","993,721","1,032,527","1,065,576","1,028,909","953,170","926,245","485,279"
Maryland,"BWI Thurgood Marshall Airport, Maryland",,"522,353","259,294","385,975","751,228","756,533","724,865","689,042",670,"692,268","710,513","703,604","662,453","654,151","291,606"
Maryland,"Cumberland, Maryland",,"8,350","5,117","6,347","10,371","11,019","11,858","11,628","11,493","11,760","11,835","10,963","11,465","12,492","3,556"
Maryland,"New Carrollton, Maryland",,"169,699","103,558","100,823","185,930","175,414","176,409","173,304","165,066","168,433","168,069","174,054","171,663","170,848","111,824"
Maryland,"Rockville, Maryland",,"4,058","2,325",,"5,421","5,162","5,605","5,561","4,883","5,338","5,024","4,213","4,015","3,798","1,175"
Massachusetts,"Amherst, Massachusetts",,,,,,,,,"4,206","14,124","13,357","12,945","12,238","14,600","4,464"
Massachusetts,"Boston-Back Bay, Massachusetts",,"606,967","322,928","355,279","720,147","683,016","626,003","611,527","578,403","566,892","540,770","528,040","479,951","445,074","632,173"
Massachusetts,"Boston-North Station, Massachusetts",,"346,610","152,370","219,491","459,082","464,988","448,483","424,600","358,286","433,060","475,447","473,912","456,198","418,993","117,358"
Massachusetts,"Boston-South Station, Massachusetts",,"1,216,560","679,333","793,113","1,585,216","1,553,953","1,567,627","1,574,450","1,544,169","1,491,095","1,434,148","1,447,501","1,360,162","1,311,205",
Massachusetts,"Framingham, Massachusetts",,"1,586",963,"1,083","1,792","1,961","1,954","1,892","1,963","2,154","2,674","2,320","2,205","2,131",896
Massachusetts,"Greenfield, Massachusetts",,"8,927","3,428","3,823","6,707","6,575","6,290","5,920","5,316",,,,,,
Massachusetts,"Haverhill, Massachusetts",,"23,156","12,467","22,579","44,511","42,637","44,827","44,510","34,857","38,481","44,660","41,530","39,070","36,460","6,886"
Massachusetts,"Holyoke, Massachusetts",,"2,423",630,774,"1,718","1,582","1,487","1,203",96,,,,,,
Massachusetts,"Northampton, Massachusetts",,"27,801","8,202","10,943","22,284","21,939","19,974","17,332","11,923",,,,,,
Massachusetts,"Pittsfield, Massachusetts",,"10,493","6,747","6,619","8,928","8,270","8,464","7,827","7,468","7,541","7,656","7,204","6,908","7,979","1,920"
Massachusetts,"Route 128 (Boston), Massachusetts",,"303,652","135,163","230,024","464,051","446,221","448,784","450,301","444,670","436,359","426,032","444,058","419,822","394,674","160,640"
Massachusetts,"Springfield, Massachusetts",,"112,712","62,879","72,024","125,433","101,394","89,629","93,650","124,580","135,243","141,947","143,605","157,724","130,790","54,162"
Massachusetts,"Woburn, Massachusetts",,"13,626","5,897","6,306","13,702","16,846","18,953","21,485","16,901","22,754","19,573","18,860","16,762","15,290","4,529"
Massachusetts,"Worcester, Massachusetts",,"5,068","4,196","4,564","6,508","6,157","6,665","6,152","7,237","8,439","9,552","8,900","8,402","7,398","3,179"
Michigan,"Albion, Michigan",,"1,890","1,231","1,344",447,883,"2,194","1,603","1,816","1,727","1,932","1,980","1,625","1,636",888
Michigan,"Ann Arbor, Michigan",,"122,757","46,746","77,886","156,462","158,101","146,613","129,186","143,130","144,120","158,717","144,707","148,911","140,735","64,904"
Michigan,"Bangor, Michigan",,"3,337","2,468","2,014","4,584","4,180","4,376","3,943","3,895","4,112","3,856","3,616","3,586","3,803","1,655"
Michigan,"Battle Creek, Michigan",,"24,581","16,716","21,026","40,170","41,757","42,301","38,623","42,894","46,624","49,203","50,511","50,732","52,057","23,221"
Michigan,"Birmingham, Michigan",,,,,,,,,934,"23,014","23,257","19,712","24,121","22,286","9,118"
Michigan,"Dearborn, Michigan",,"52,850","26,597","36,622","74,480","73,337","72,656","67,243","76,537","78,871","81,878","81,417","85,001","80,502","35,163"
Michigan,"Detroit, Michigan",,"54,304","29,663","39,252","72,059","66,143","62,128","50,993","61,497","62,827","70,626","66,571","69,085","67,971","28,585"
Michigan,"Dowagiac, Michigan",,"3,878","2,322","2,453","4,839","4,975","4,572","4,060","4,474","4,403","4,108","3,740","3,266","3,169",898
Michigan,"Durand, Michigan",,"9,535","5,942","6,863","13,622","13,738","12,947","12,699","13,577","15,067","14,295","12,912","12,250","10,198","3,402"
Michigan,"East Lansing, Michigan",,"59,224","32,574","38,070","69,210","69,359","69,599","66,313","65,355","66,402","66,398","68,147","68,554","59,812","20,168"
Michigan,"Flint, Michigan",,"23,026","17,689","15,926","27,881","28,205","28,844","29,785","32,197","35,669","36,045","37,764","37,557","30,261","11,222"
Michigan,"Grand Rapids, Michigan",,"40,753","24,928","21,236","40,593","40,508","39,376","38,782","44,249","47,874","51,993","56,832","55,545","52,273","25,240"
Michigan,"Greenfield Village, Michigan",,,,,,,,,,,,,,,322
Michigan,"Holland, Michigan",,"28,581","17,502","17,524","37,292","36,838","36,653","35,062","36,994","38,650","39,228","39,763","38,533","37,273","17,421"
Michigan,"Jackson, Michigan",,"15,319","7,823","11,741","23,639","23,700","23,373","22,762","26,674","27,114","31,481","29,987","32,106","28,506","12,639"
Michigan,"Kalamazoo, Michigan",,"73,613","37,097","57,958","114,056","122,115","115,231","110,662","117,997","120,920","129,858","125,212","118,474","113,061","44,646"
Michigan,"Lapeer, Michigan",,"6,831","4,232","4,940","9,008","8,948","9,406","9,396","9,527","10,774","9,997","9,940","9,309","8,152","2,815"
Michigan,"New Buffalo, Michigan",,"19,564","11,541","11,328","26,087","25,934","24,868","20,780","21,911","21,751","19,902","14,817","13,118","9,967",708
Michigan,"Niles, Michigan",,"13,056","7,031","9,047","16,586","17,440","17,526","16,556","19,095","20,413","21,306","19,915","20,246","18,488","8,366"
Michigan,"Pontiac, Michigan",,"12,013","5,921","8,139","15,299","14,135","13,346","13,051","15,876","16,141","16,813","16,307","16,066","15,981","7,336"
Michigan,"Port Huron, Michigan",,"10,177","5,148","8,123","18,482","19,822","20,741","20,504","23,979","29,275","29,461","26,696","24,015","17,580","5,088"
Michigan,"Royal Oak, Michigan",,"20,432","8,699","13,169","27,615","27,724","28,747","26,509","33,694","34,868","37,158","32,814","38,184","34,306","10,677"
Michigan,"St. Joseph/Benton Harbor, Michigan",,"11,741","7,931","6,717","14,668","14,824","14,006","12,651","11,976","12,426","11,366","10,981","10,680","9,999","3,697"
Michigan,"Troy, Michigan",,"25,769","10,313","17,928","36,450","32,550","29,070","23,714","22,384",,,,,,
Minnesota,"Detroit Lakes, Minnesota",,"3,123","2,410","3,150","4,697","4,877","4,667","5,290","4,383","4,225","5,103","4,602","3,917","4,792","1,707"
Minnesota,"Duluth, Minnesota",,,,,,,,,,,,,,,500
Minnesota,"Red Wing, Minnesota",,"4,878","3,802","4,695","7,959","8,263","8,557","8,390","8,004","7,587","9,525","10,289","8,956","10,691","4,544"
Minnesota,"St. Cloud, Minnesota",,"6,156","5,422","5,953","9,143","9,566","10,325","11,457","9,950","10,431","13,537","13,740","10,614","12,459","5,764"
Minnesota,"St. Paul-Minneapolis, Minnesota",,"59,815","42,662","48,359","90,961","85,627","92,271","96,539","92,090","94,077","116,991","120,515","116,785","128,658","67,507"
Minnesota,"Staples, Minnesota",,"5,363","4,339","4,050","6,014","5,723","5,676","6,120","5,238","5,624","6,359","7,931","5,961","5,157","2,613"
Minnesota,"Winona, Minnesota",,"9,282","7,192","8,378","13,199","14,711","17,595","18,893","18,966","20,318","23,507","24,458","23,928","27,124","10,590"
Mississippi,"Bay St. Louis, Mississippi",,,,,,,,,,,,,,,101
Mississippi,"Biloxi, Mississippi",,,,,,,,,,,,,,,310
Mississippi,"Brookhaven, Mississippi",,"2,542","2,037","2,449","2,809","4,004","4,131","4,252","5,172","5,178","4,900","4,635","5,019","5,241","1,955"
Mississippi,"Greenwood, Mississippi",,"9,293","7,511","8,385","12,306","13,907","14,471","15,053","15,294","15,065","15,730","15,648","15,151","16,455","5,095"
Mississippi,"Gulfport, Mississippi",,,,,,,,,,,,,,,387
Mississippi,"Hattiesburg, Mississippi",,"5,083","3,580","4,655","8,326","8,685","8,588","9,552","9,940","11,448","13,056","12,951","12,771","11,868","5,185"
Mississippi,"Hazlehurst, Mississippi",,956,816,875,"1,045","1,326","1,660","1,574","1,926","1,994","1,728","1,960","2,163","2,635",558
Mississippi,"Jackson, Mississippi",,"24,209","19,917","25,020","74,248","44,645","48,678","47,443","47,900","47,295","48,327","49,804","52,127","52,307","15,947"
Mississippi,"Laurel, Mississippi",,"2,054","1,474","2,035","3,715","3,924","3,614","3,575","3,650","4,487","5,264","5,484","5,603","5,647","1,813"
Mississippi,"Marks, Mississippi",,"2,904","1,804","1,871","2,542",,,,,,,,,,
Mississippi,"Marks, Mississippi",Service began 5/4/18,,,,,622,,,,,,,,,
Mississippi,"McComb, Mississippi",,"2,580","1,906","3,178","3,602","4,770","5,033","5,665","6,377","6,464","6,496","6,685","6,979","7,586","2,316"
Mississippi,"Meridian, Mississippi",,"4,674","3,478","4,860","9,173","9,090","9,417","10,179","10,863","11,275","11,500","12,120","12,989","13,923","5,981"
Mississippi,"Pascagoula, Mississippi",,,,,,,,,,,,,,,137
Mississippi,"Picayune, Mississippi",,"1,022",867,"1,128","1,738","2,119","2,363","2,458","2,223","2,517","2,992","2,971","3,253","2,858",736
Mississippi,"Yazoo City, Mississippi",,"2,290","1,835","2,130","3,158","3,185","3,587","3,811","3,784","3,764","3,772","3,323","3,626","3,869","1,300"
Missouri,"Arcadia, Missouri",,876,577,788,"1,144","1,018","1,137",0,,,,,,,
Missouri,"Hermann, Missouri",,"17,007","11,418","11,790","23,021","26,037","25,633","24,309","22,377","20,414","18,568","17,948","15,255","12,615","5,073"
Missouri,"Independence, Missouri",,"4,167","3,225","3,489","5,553","6,683","7,321","7,973","8,766","8,991","9,724","9,809","9,550","9,128","2,660"
Missouri,"Jefferson City, Missouri",,"25,190","18,360","20,616","34,757","39,395","40,269","40,847","43,720","49,608","50,598","50,282","48,993","49,371","20,591"
Missouri,"Kansas City, Missouri",,"110,232","65,461","82,590","153,527","154,170","160,824","153,717","153,770","157,000","164,859","161,130","155,479","142,769","58,907"
Missouri,"Kirkwood, Missouri",,"31,063","18,451","24,650","48,389","55,213","58,620","55,701","58,375","58,951","59,770","57,777","54,912","48,314","22,056"
Missouri,"La Plata, Missouri",,"6,870","4,344","6,184","11,487","11,124","11,876","11,877","11,676","10,655","10,031","9,820","10,786","10,990","4,109"
Missouri,"Lee’s Summit, Missouri",,"17,215","11,634","13,979","24,151","26,811","27,402","26,838","28,831","29,396","31,074","30,299","27,647","26,139","10,122"
Missouri,"Poplar Bluff, Missouri",,"2,835","2,240","3,301","4,266","4,640","4,900","4,764","5,447","6,017","5,829","5,938","5,488","4,688","1,466"
Missouri,"Sedalia, Missouri",,"6,558","5,341","4,612","8,128","9,289","9,756","9,900","10,986","11,774","12,322","12,194","11,409","11,136","4,904"
Missouri,"St. Louis, Missouri",,"293,338","145,840","174,773","354,304","362,172","365,030","333,266","323,150","350,866","378,146","353,696","310,859","321,629","88,189"
Missouri,"Warrensburg, Missouri",,"6,103","4,836","6,135","10,703","12,046","13,144","13,812","15,656","18,450","17,189","16,074","14,352","13,402","5,026"
Missouri,"Washington, Missouri",,"9,210","5,722","7,191","12,917","15,890","16,112","15,753","15,875","15,604","15,898","14,289","13,775","13,211","5,096"
Montana,"Browning (winter only), Montana",,725,385,"1,044","1,255","1,334","1,644","1,576","1,576","1,784","2,003","2,171","1,834","1,884","1,284"
Montana,"Cut Bank, Montana",,"1,219",912,"1,204","2,071","2,396","2,544","2,547","2,144","2,353","2,920","3,236","2,985","3,363","1,169"
Montana,"East Glacier (summer only), Montana",,"9,528","10,949",836,"14,677","14,414","14,348","13,809","12,043","11,952","14,814","14,886","11,950","17,652","5,865"
Montana,"Essex, Montana",,"1,795","1,740","2,255","3,408","3,286","3,253","3,025","2,456","2,920","3,869","3,354","3,568","4,746","1,746"
Montana,"Glasgow, Montana",,"3,012","2,192","3,099","4,751","5,434","4,945","4,762","4,109","3,967","5,416","5,563","4,370","6,075","3,321"
Montana,"Havre, Montana",,"6,848","5,158","6,284","10,210","11,102","11,570","11,756","11,181","11,343","13,392","14,198","14,007","16,077","7,881"
Montana,"Libby, Montana",,"3,323","2,702","3,109","5,450","4,958","5,068","4,963","4,793","5,416","6,490","6,626","5,072","5,342","2,779"
Montana,"Malta, Montana",,"3,610","2,598","2,806","4,265","3,570","3,695","3,829","3,211","3,165","3,956","3,466","2,934","3,372","1,717"
Montana,"Shelby, Montana",,"5,989","4,027","4,964","9,130","10,387","10,887","10,823","11,399","11,984","14,459","15,501","13,358","16,534","7,118"
Montana,"West Glacier, Montana",,"4,413","3,909","2,196","5,888","4,891","5,495","6,261","5,761","5,013","6,434","6,175","5,018","7,895","2,416"
Montana,"Whitefish, Montana",,"37,597","30,060","34,919","55,642","55,473","57,093","54,842","47,548","52,012","66,840","66,614","57,823","66,813","31,038"
Montana,"Wolf Point, Montana",,"2,911","2,434","3,030","4,603","4,447","5,097","5,662","6,057","6,301","8,019","8,023","6,059","6,970","3,893"
Nebraska,"Hastings, Nebraska",,"3,240","2,165","2,967","4,757","5,304","5,214","5,104","5,433","5,601","5,865","5,358","4,839","4,765","1,947"
Nebraska,"Holdrege, Nebraska",,"1,014",805,879,"1,779","2,225","2,002","2,237","2,345","2,247","2,335","2,296","1,623","1,963",925
Nebraska,"Lincoln, Nebraska",,"8,860","5,967","8,805","14,884","3,278","15,964","14,726","15,384","13,313","13,160","12,468","11,756","11,779","5,292"
Nebraska,"Lincoln, Nebraska",Haymarket Station,,,,,"15,196",,,,,,,,,
Nebraska,"McCook, Nebraska",,"1,840","1,314","2,211","3,345",,"2,914","3,049","3,342","3,414","3,638","3,540","2,939","3,218","1,348"
Nebraska,"Omaha, Nebraska",,"17,023","11,957","14,975","24,909","27,524","29,599","30,041","26,797","24,336","24,410","22,794","20,668","23,212","12,640"
Nevada,"Elko, Nevada",,"4,894","3,807","5,885","8,360","8,656","7,219","7,550","8,050","9,436","9,657","8,278","7,125","6,835","2,166"
Nevada,"Reno, Nevada",,"47,136","30,088","48,294","75,397","72,134","76,725","70,339","56,696","70,142","78,827","68,626","69,257","69,236","24,148"
Nevada,"Sparks, Nevada",,,,,,,,,,,,,,,"10,456"
Nevada,"Sparks, Nevada (Train Stop)",,,,,,,,,,,,,,0,
Nevada,"Winnemucca, Nevada",,"3,007","2,400","3,409","5,203","4,525","4,146","4,050","3,617","5,060","4,481","4,238","3,441","3,558",928
New Hampshire,"Claremont, New Hampshire",,"2,394",569,"1,131","4,640","2,542","2,560","2,474","2,117","2,117","2,123","1,944","1,240","1,967",716
New Hampshire,"Dover, New Hampshire",,"43,622","20,667","29,803","127,500","63,921","59,060","52,457","46,834","55,144","61,708","63,896","59,091","57,241","14,574"
New Hampshire,"Durham-UNH, New Hampshire",,"43,299","19,016","31,476","114,080","57,703","58,804","63,046","52,898","58,894","60,978","55,721","53,087","54,777","17,621"
New Hampshire,"Exeter, New Hampshire",,"45,733","20,685","44,647","185,950","88,396","84,217","80,115","65,216","79,908","101,543","91,878","90,968","90,123","26,546"
New Jersey,"Metropark, New Jersey",,"225,661","109,117","183,954","380,914","367,726","369,088","366,994","364,805","381,178","383,353","393,713","396,902","388,371","180,400"
New Jersey,"New Brunswick, New Jersey",,"21,937","11,289","2,193","4,466","6,067","7,392","7,857","8,365","8,898","9,052","8,470","6,678","6,609","70,325"
New Jersey,"Newark Airport, New Jersey",,"124,197","52,945","74,403","164,470","168,581","150,054","661,344","641,346","111,919","129,565","126,705","120,428","116,526","37,033"
New Jersey,"Newark, New Jersey",,"495,422","284,343","367,861","731,146","702,182","682,020","138,785","138,724","677,175","656,822","680,803","683,626","658,089","605,527"
New Jersey,"Princeton Junction, New Jersey",,"51,957","17,193","15,118","31,809","35,418","40,550","42,226","41,610","44,007","45,685","40,947","39,573","40,692","362,846"
New Jersey,"Trenton, New Jersey",,"254,694","121,909","211,156","439,564","434,489","435,900","433,918","412,267","419,477","425,075","419,446","424,068","420,533","439,730"
New Mexico,"Albuquerque, New Mexico",,"41,692","25,821","38,315","67,354","65,539","75,926","77,209","79,078","77,021","78,126","78,324","75,779","71,848","31,699"
New Mexico,"Deming, New Mexico",,"1,085",989,828,"1,295","1,388","1,469","1,452","1,453","1,338","1,382","1,170","1,047",869,289
New Mexico,"Gallup, New Mexico",,"9,138","5,084","8,504","15,739","14,775","15,739","15,795","16,354","16,140","15,647","16,446","14,433","13,431","5,181"
New Mexico,"Lamy (Santa Fe), New Mexico",,"6,115","3,771","4,895","9,064","9,731",,,,,,,,,
New Mexico,"Lamy, New Mexico",,,,,,,"10,768","11,373","12,390","11,655","12,551","12,589","12,579","13,056","6,561"
New Mexico,"Las Vegas, New Mexico",,"3,051","1,830","3,054","4,648","4,630","4,487","4,851","5,345","5,047","5,376","5,653","4,952","4,491","1,576"
New Mexico,"Lordsburg, New Mexico",,661,519,455,624,733,742,579,842,729,736,483,510,472,117
New Mexico,"Raton, New Mexico",,"6,133","8,472","6,121","18,062","7,392","15,122","16,502","17,686","15,875","15,733","16,292","16,794","18,025","9,870"
New York,"Albany-Rensselaer, New York",,"640,353","379,209","450,965","806,960","800,368","803,348","855,176","825,353","781,597","764,898","769,413","769,626","737,259","366,946"
New York,"Amsterdam, New York",,"11,900","9,139","7,909","11,183","9,676","10,475","10,410","11,155","11,119","10,694","9,197","8,682","9,174","3,139"
New York,"Buffalo-Depew, New York",,"96,049","57,994","60,926","107,780","107,251","106,815","108,111","116,496","126,250","123,067","126,466","120,631","111,513","38,608"
New York,"Buffalo-Exchange Street, New York",,"47,884","34,004","29,135","43,384","38,739","35,528","37,960","41,584","41,222","38,397","36,183","34,384","30,171","7,751"
New York,"Croton-Harmon, New York",,"40,834","22,123","25,891","46,403","44,932","46,057","45,685","48,773","50,321","48,694","45,578","42,562","41,570","17,419"
New York,"Fort Edward, New York",,"6,096","1,738","3,394","9,365","9,353","9,917","10,199","9,616","9,197","9,435","9,891","8,867","8,504","2,956"
New York,"Fort Ticonderoga, New York",,,,557,"2,008","1,660",,,,,,,,,729
New York,"Hudson, New York",,"208,302","145,187","131,357","237,268","216,988","217,970","205,919","196,786","187,776","174,968","167,286","156,189","150,197","73,537"
New York,"New Rochelle, New York",,"92,929","52,410","51,730","96,057","91,416","91,058","87,510","85,876","83,707","81,757","84,777","79,264","78,876","33,737"
New York,"New York (Grand Central), New York","Empire trains diverted to Grand Central during summer track work program at Penn, 5/26/18 through 9/3/19.",,,,,"376,459","23,838",,,,,,,,
New York,"New York City (Penn Station), New York",,"8,008,700","4,061,379","5,432,851","10,811,323","10,132,025","10,397,729","10,436,909","10,189,521","10,024,474","9,556,424","9,493,414","8,995,551","8,377,944","4,264,625"
New York,"New York State Fair, New York",,,967,,,,,,,,,,,,420
New York,"Niagara Falls, New York",,"31,689","20,245","15,983","34,965","31,398","31,169","29,647","31,831","32,636","32,549","32,598","28,943","27,270","11,146"
New York,"Plattsburgh, New York",,,,"5,854","13,386","13,506","13,711","13,423","13,989","13,458","13,405","12,632","12,401","11,863","5,260"
New York,"Port Henry, New York",,,,"1,291","2,846","2,442","2,488","2,395","2,472","2,163","2,302","2,264","2,160","1,764",688
New York,"Port Kent, New York",,,,0,402,380,657,565,727,681,847,848,692,909,151
New York,"Poughkeepsie, New York",,"111,135","66,403","65,910","109,877","97,169","102,070","101,536","100,791","98,516","95,083","88,354","84,236","75,775","26,270"
New York,"Rhinecliff, New York",,"171,567","104,407","110,703","211,139","201,316","201,667","202,406","194,477","186,273","184,452","177,375","163,205","158,534","84,492"
New York,"Rochester, New York",,"119,797","77,964","83,655","132,434","130,306","127,203","124,901","136,816","139,691","141,576","144,703","140,222","128,935","37,666"
New York,"Rome, New York",,"8,496","6,228","5,426","6,924",,"8,580","9,208","9,972","9,743","9,788","9,315","9,190","9,100","3,108"
New York,"Rome, New York","Rome station closed from 7/4/18 due to ceiling collapse in tennel leading to plaform. The station reopened 12/17/18, during FY19.",,,,,"6,146",,,,,,,,,
New York,"Rouses Point, New York",,,,540,"1,454","1,255","1,253","1,276","1,208","1,257","1,205","1,353","1,498","1,287",743
New York,"Saratoga Springs, New York",,"22,710","4,753","16,543","41,611","38,170","36,835","37,068","36,299","33,814","33,139","32,513","29,742","30,261","13,586"
New York,"Schenectady, New York",,"50,041","34,225","40,006","62,180","50,950","54,388","56,257","58,551","60,677","61,803","60,811","58,127","56,125","21,362"
New York,"Syracuse, New York",,"124,000","78,673","82,067","131,515","131,487","131,881","128,476","141,396","152,222","154,903","152,957","155,683","139,175","47,693"
New York,"Ticonderoga, New York",,,,,,,"1,770","2,262","2,324","2,075","2,227","1,996","1,627","1,703",
New York,"Utica, New York",,"61,180","39,834","42,319","63,968","60,330","59,868","59,170","61,145","65,022","67,213","65,916","63,673","61,108","21,830"
New York,"Westport, New York",,,,"1,467","4,733","2,626","5,699","5,693","5,097","4,977","5,072","4,751","4,520","5,230","2,118"
New York,"Whitehall, New York",,,,648,"1,893","1,653","1,638","1,776","1,866","1,595","1,329","1,537","1,655","1,739",739
New York,"Yonkers, New York",,"34,717","23,839","21,390","32,109","28,223","27,009","25,322","26,127","24,760","24,227","22,187","20,987","20,433","7,681"
North Carolina,"Burlington, North Carolina",,"20,404","12,573","12,596","23,718","21,886","21,404","23,570","24,781","25,934","25,452","25,851","22,476","18,790","4,700"
North Carolina,"Cary, North Carolina",,"74,995","33,569","41,755","85,392","82,212","81,685","84,995","88,616","87,548","88,669","78,278","44,962","38,934","7,659"
